Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense
τί	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 6:3,Mt 6:25,Mt 6:25,Mt 6:25,Mt 6:28,Mt 6:31,Mt 6:31,Mt 6:31,Mt 8:26,Mt 8:29,Mt 9:5,Mt 9:11,Mt 9:13,Mt 9:14,Mt 10:19,Mt 10:19,Mt 11:7,Mt 11:8,Mt 11:9,Mt 12:3,Mt 12:7,Mt 13:10,Mt 14:31,Mt 15:2,Mt 15:3,Mt 15:32,Mt 16:8,Mt 16:26,Mt 16:26,Mt 17:10,Mt 17:19,Mt 17:25,Mt 19:7,Mt 19:17,Mt 19:20,Mt 19:27,Mt 20:6,Mt 20:21,Mt 20:22,Mt 20:32,Mt 21:16,Mt 21:25,Mt 21:40,Mt 22:17,Mt 22:18,Mt 22:42,Mt 23:19,Mt 24:3,Mt 26:8,Mt 26:10,Mt 26:15,Mt 26:62,Mt 26:65,Mt 26:66,Mt 26:70,Mt 27:4,Mt 27:22,Mt 27:23,Mk 1:24,Mk 1:27,Mk 2:7,Mk 2:8,Mk 2:9,Mk 2:18,Mk 2:24,Mk 2:25,Mk 4:24,Mk 4:40,Mk 5:7,Mk 5:9,Mk 5:14,Mk 5:35,Mk 5:39,Mk 6:24,Mk 6:36,Mk 7:5,Mk 8:1,Mk 8:2,Mk 8:12,Mk 8:17,Mk 8:36,Mk 8:37,Mk 9:6,Mk 9:10,Mk 9:16,Mk 9:33,Mk 10:3,Mk 10:17,Mk 10:18,Mk 10:36,Mk 10:38,Mk 10:51,Mk 11:3,Mk 11:5,Mk 11:31,Mk 12:9,Mk 12:15,Mk 13:4,Mk 13:11,Mk 14:4,Mk 14:6,Mk 14:36,Mk 14:36,Mk 14:40,Mk 14:60,Mk 14:63,Mk 14:64,Mk 14:68,Mk 15:12,Mk 15:24,Mk 15:34,Lk 1:18,Lk 1:62,Lk 1:66,Lk 2:48,Lk 2:49,Lk 3:10,Lk 3:12,Lk 3:14,Lk 4:34,Lk 5:22,Lk 5:23,Lk 5:30,Lk 6:2,Lk 6:11,Lk 7:24,Lk 7:25,Lk 7:26,Lk 8:28,Lk 8:30,Lk 9:25,Lk 10:25,Lk 10:26,Lk 12:11,Lk 12:11,Lk 12:17,Lk 12:22,Lk 12:22,Lk 12:26,Lk 12:29,Lk 12:29,Lk 12:49,Lk 15:26,Lk 16:2,Lk 16:3,Lk 16:4,Lk 17:8,Lk 18:6,Lk 18:18,Lk 18:19,Lk 18:36,Lk 18:41,Lk 19:15,Lk 19:23,Lk 19:31,Lk 19:33,Lk 19:48,Lk 20:5,Lk 20:13,Lk 20:15,Lk 20:17,Lk 21:7,Lk 22:46,Lk 22:71,Lk 23:22,Lk 23:31,Lk 23:34,Lk 24:5,Lk 24:38,Lk 24:38,Jn 1:21,Jn 1:22,Jn 1:25,Jn 1:38,Jn 2:4,Jn 2:25,Jn 4:27,Jn 4:27,Jn 6:6,Jn 6:9,Jn 6:28,Jn 6:30,Jn 7:19,Jn 7:45,Jn 7:51,Jn 8:5,Jn 8:43,Jn 8:46,Jn 9:17,Jn 9:26,Jn 9:27,Jn 10:20,Jn 11:47,Jn 11:56,Jn 12:5,Jn 12:27,Jn 12:49,Jn 12:49,Jn 13:12,Jn 13:28,Jn 13:37,Jn 14:22,Jn 15:15,Jn 16:17,Jn 16:18,Jn 16:18,Jn 18:21,Jn 18:21,Jn 18:23,Jn 18:35,Jn 18:38,Jn 20:13,Jn 20:15,Jn 21:21,Jn 21:22,Jn 21:23,Ac 1:11,Ac 2:12,Ac 2:37,Ac 3:12,Ac 3:12,Ac 4:16,Ac 5:3,Ac 5:4,Ac 5:9,Ac 5:24,Ac 5:35,Ac 7:40,Ac 8:36,Ac 9:4,Ac 10:4,Ac 10:17,Ac 12:18,Ac 13:25,Ac 14:15,Ac 15:10,Ac 16:30,Ac 17:18,Ac 19:3,Ac 21:13,Ac 21:22,Ac 21:33,Ac 22:7,Ac 22:10,Ac 22:16,Ac 22:26,Ac 22:30,Ac 23:19,Ac 26:8,Ac 26:14,Ro 3:3,Ro 3:5,Ro 3:7,Ro 4:3,Ro 8:26,Ro 8:27,Ro 9:19,Ro 9:20,Ro 9:32,Ro 10:8,Ro 11:2,Ro 11:4,Ro 12:2,Ro 14:10,Ro 14:10,1 Co 3:5,1 Co 4:7,1 Co 4:7,1 Co 4:21,1 Co 5:12,1 Co 6:7,1 Co 6:7,1 Co 7:16,1 Co 7:16,1 Co 10:30,1 Co 11:22,1 Co 14:6,1 Co 14:15,1 Co 14:16,1 Co 15:29,1 Co 15:29,1 Co 15:32,2 Co 11:11,2 Co 12:13,Ga 4:30,Ga 5:11,Eph 1:19,Eph 3:18,Eph 4:9,Eph 5:10,Eph 5:17,Eph 6:21,Php 1:22,Col 1:27,Col 2:20,Heb 2:6,Heb 11:32,Heb 13:6,Jas 2:16,1 Pe 4:17,1 Jn 3:2,Re 2:7,Re 2:11,Re 2:17,Re 2:29,Re 3:6,Re 3:13,Re 3:22,Re 17:7	-
τί	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	adjective, pronoun	17	-	Mt 5:47,Mt 19:16,Mk 15:14,Jn 2:18,Jn 6:30	-
τί	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	adverb, pronoun	17	emphatic	Mt 7:14	-
τίνα	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	adjective, pronoun	17	-	Mt 5:46,Jn 18:29,Ro 6:21,1 Th 3:9	-
τίνα	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 16:13,Mt 16:15,Mt 27:17,Mt 27:21,Mk 8:27,Mk 8:29,Lk 9:18,Lk 9:20,Lk 11:11,Lk 12:5,Jn 6:68,Jn 8:53,Jn 10:6,Jn 18:4,Jn 18:7,Jn 20:15,Ac 7:52,Heb 1:13,1 Pe 1:11	-
τίνας	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Jn 13:18	-
τίνας	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	adjective, pronoun	17	-	1 Th 4:2	-
τίνες	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 12:48,Lk 24:17,Jn 6:64,Ac 19:15,Re 7:13	-
τίνι	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 5:13,Mt 12:27,Mk 9:50,Lk 6:47,Lk 7:31,Lk 11:19,Lk 12:20,Lk 13:18,Lk 13:18,Lk 13:20,Lk 14:34,Jn 12:38,Ac 4:9	-
τίνι	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	adjective, pronoun	17	-	Mk 4:30,Ac 10:29	-
τίνος	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 22:20,Mt 22:28,Mt 22:42,Mk 12:16,Mk 12:23,Lk 14:5,Lk 20:24,Lk 20:33,Jn 13:22,Jn 19:24,Ac 8:34,Ac 19:32,1 Jn 3:12	-
τίνων	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 17:25,1 Ti 1:7,2 Ti 3:14	-
τίς	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 3:7,Mt 6:27,Mt 10:11,Mt 12:11,Mt 12:48,Mt 18:1,Mt 19:25,Mt 21:10,Mt 21:23,Mt 21:31,Mt 23:17,Mt 26:68,Mk 1:24,Mk 2:7,Mk 3:33,Mk 4:41,Mk 5:30,Mk 5:31,Mk 6:2,Mk 9:34,Mk 10:26,Mk 11:28,Mk 15:24,Mk 16:3,Lk 3:7,Lk 4:34,Lk 4:36,Lk 5:21,Lk 5:21,Lk 7:39,Lk 7:42,Lk 7:49,Lk 8:9,Lk 8:25,Lk 8:45,Lk 9:9,Lk 9:46,Lk 10:22,Lk 10:22,Lk 10:29,Lk 10:36,Lk 11:5,Lk 12:14,Lk 12:25,Lk 12:42,Lk 16:11,Lk 16:12,Lk 18:26,Lk 19:3,Lk 20:2,Lk 22:23,Lk 22:24,Lk 22:27,Lk 22:64,Jn 1:19,Jn 1:22,Jn 4:10,Jn 5:12,Jn 5:13,Jn 6:60,Jn 6:64,Jn 7:20,Jn 7:36,Jn 8:25,Jn 8:46,Jn 9:2,Jn 9:21,Jn 9:36,Jn 12:34,Jn 12:38,Jn 13:24,Jn 13:25,Jn 21:12,Jn 21:20,Ac 7:27,Ac 7:35,Ac 7:49,Ac 8:33,Ac 9:5,Ac 10:21,Ac 11:17,Ac 17:19,Ac 19:35,Ac 21:33,Ac 22:8,Ac 26:15,Ro 3:1,Ro 7:24,Ro 8:31,Ro 8:33,Ro 8:34,Ro 8:35,Ro 9:19,Ro 9:20,Ro 10:6,Ro 10:7,Ro 10:16,Ro 11:15,Ro 11:34,Ro 11:34,Ro 11:35,Ro 14:4,1 Co 2:11,1 Co 2:16,1 Co 4:7,1 Co 9:7,1 Co 9:7,1 Co 9:18,1 Co 14:8,2 Co 2:2,2 Co 2:16,2 Co 6:14,2 Co 6:14,2 Co 6:15,2 Co 6:15,2 Co 6:16,2 Co 11:29,2 Co 11:29,Ga 3:1,Ga 5:7,Eph 1:18,Eph 1:18,Eph 3:9,1 Th 2:19,Heb 7:11,Heb 12:7,Jas 4:12,1 Pe 3:13,Re 5:2,Re 6:17,Re 13:4,Re 13:4,Re 15:4,Re 18:18	-
τίς	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	adjective, pronoun	17	-	Mt 7:9,Lk 14:31,Lk 15:4,Lk 15:8	-
τίσιν	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Heb 3:17,Heb 3:18	-
τι	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Jn 1:46	-
τινα	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	1 Pe 5:8	-
τινὰ	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Heb 5:12	-
Τεκνία	τεκνίον	neuter	vocative	-	-	-	-	plural	-	noun	-	-	1 Jn 2:1,1 Jn 3:18,1 Jn 5:21	child (endearment)
τεκνία	τεκνίον	neuter	vocative	-	-	-	-	plural	-	noun	-	-	Jn 13:33,1 Jn 2:12,1 Jn 2:28,1 Jn 4:4	child (endearment)
τελέσητε	τελέω	-	-	aorist	active	subjunctive	second person	plural	-	verb	-	-	Mt 10:23	to finish
τελέσητε	τελέω	-	-	aorist	active	subjunctive	second person	plural	-	verb	-	-	Ga 5:16	to satisfy ⇔ perfect
τελέσωσιν	τελέω	-	-	aorist	active	subjunctive	third person	plural	-	verb	-	-	Re 11:7	to finish
τελεσθήσεται	τελέω	-	-	future	passive	indicative	third person	singular	-	verb	-	-	Lk 18:31	to be fully accomplished ⇔ be perfected
τελεσθήσονται	τελέω	-	-	future	passive	indicative	third person	plural	-	verb	-	-	Re 17:17	to be fully accomplished ⇔ be perfected
τελεσθῆναι	τελέω	-	-	aorist	passive	infinitive	-	-	-	verb	-	-	Lk 22:37	to be fully accomplished ⇔ be perfected
τελεσθῇ	τελέω	-	-	aorist	passive	subjunctive	third person	singular	-	verb	-	-	Re 20:3,Re 20:5,Re 20:7	to end
τελεσθῇ	τελέω	-	-	aorist	passive	subjunctive	third person	singular	-	verb	-	-	Lk 12:50	to be fully accomplished ⇔ be perfected
τελεσθῶσιν	τελέω	-	-	aorist	passive	subjunctive	third person	plural	-	verb	-	-	Re 15:8	to end
τελεῖ	τελέω	-	-	present	active	indicative	third person	singular	-	verb	-	-	Mt 17:24	to pay compulsorily
τελεῖται	τελέω	-	-	present	passive	indicative	third person	singular	-	verb	-	-	2 Co 12:9	to be fully accomplished ⇔ be perfected
τελεῖτε	τελέω	-	-	present	active	indicative	second person	plural	-	verb	-	-	Ro 13:6	to pay compulsorily
τελεῖτε	τελέω	-	-	present	active	indicative	second person	plural	-	verb	-	-	Jas 2:8	to satisfy ⇔ perfect
τελοῦσα	τελέω	feminine	nominative	present	active	participle	-	singular	-	verb	-	-	Ro 2:27	to satisfy ⇔ perfect
τετέλεκα	τελέω	-	-	perfect	active	indicative	first person	singular	-	verb	-	-	2 Ti 4:7	to finish, to complete one’s mission ⇔ finish the race
τετέλεσται	τελέω	-	-	perfect	passive	indicative	third person	singular	-	verb	-	-	Jn 19:28,Jn 19:30	to be fully accomplished ⇔ be perfected
ἐτέλεσαν	τελέω	-	-	aorist	active	indicative	third person	plural	-	verb	-	-	Ac 13:29	to fully accomplish ⇔ perfect
ἐτέλεσαν	τελέω	-	-	aorist	active	indicative	third person	plural	-	verb	-	-	Lk 2:39	to satisfy ⇔ perfect
ἐτέλεσεν	τελέω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mt 7:28,Mt 11:1,Mt 13:53,Mt 19:1,Mt 26:1	to finish
ἐτελέσθη	τελέω	-	-	aorist	passive	indicative	third person	singular	-	verb	-	-	Re 10:7	to be fully accomplished ⇔ be perfected
ἐτελέσθη	τελέω	-	-	aorist	passive	indicative	third person	singular	-	verb	-	-	Re 15:1	to end
τελειοῦμαι	τελειόω	-	-	present	passive	indicative	first person	singular	-	verb	-	-	Lk 13:32	to finish
τελειωθεὶς	τελειόω	masculine	nominative	aorist	passive	participle	-	singular	-	verb	-	-	Heb 5:9	to be perfected
τελειωθῇ	τελειόω	-	-	aorist	passive	subjunctive	third person	singular	-	verb	-	-	Jn 19:28	to be fully accomplished ⇔ be perfected
τελειωθῶσιν	τελειόω	-	-	aorist	passive	subjunctive	third person	plural	-	verb	-	-	Heb 11:40	to be perfected
τελειωσάντων	τελειόω	masculine	genitive	aorist	active	participle	-	plural	-	verb	-	-	Lk 2:43	to finish
τελειώσας	τελειόω	masculine	nominative	aorist	active	participle	-	singular	-	verb	-	-	Jn 17:4	to fully accomplish ⇔ perfect
τελειώσω	τελειόω	-	-	aorist	active	subjunctive	first person	singular	-	verb	-	-	Jn 4:34,Jn 5:36	to fully accomplish ⇔ perfect
τελειῶσαι	τελειόω	-	-	aorist	active	infinitive	-	-	-	verb	-	-	Ac 20:24	to finish, to complete one’s mission ⇔ finish the race
τελειῶσαι	τελειόω	-	-	aorist	active	infinitive	-	-	-	verb	-	-	Heb 2:10,Heb 9:9,Heb 10:1	to perfect
τετελείωκεν	τελειόω	-	-	perfect	active	indicative	third person	singular	-	verb	-	-	Heb 10:14	to perfect
τετελείωμαι	τελειόω	-	-	perfect	passive	indicative	first person	singular	-	verb	-	-	Php 3:12	to be perfected
τετελείωται	τελειόω	-	-	perfect	passive	indicative	third person	singular	-	verb	-	-	1 Jn 4:17,1 Jn 4:18,1 Jn 2:5	to be fully accomplished ⇔ be perfected
τετελειωμένη	τελειόω	feminine	nominative	perfect	passive	participle	-	singular	-	verb	-	-	1 Jn 4:12	to be fully accomplished ⇔ be perfected
τετελειωμένοι	τελειόω	masculine	nominative	perfect	passive	participle	-	plural	-	verb	-	-	Jn 17:23	to be perfected
τετελειωμένον	τελειόω	masculine	accusative	perfect	passive	participle	-	singular	-	verb	-	-	Heb 7:28	to be perfected
τετελειωμένων	τελειόω	masculine	genitive	perfect	passive	participle	-	plural	-	verb	-	-	Heb 12:23	to be perfected
ἐτελείωσεν	τελειόω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Heb 7:19	to perfect
ἐτελειώθη	τελειόω	-	-	aorist	passive	indicative	third person	singular	-	verb	-	-	Jas 2:22	to perfect
Τελευτήσαντος	τελευτάω	masculine	genitive	aorist	active	participle	-	singular	-	verb	-	-	Mt 2:19	to die ⇔ end
τελευτάτω	τελευτάω	-	-	present	active	imperative	third person	singular	-	verb	-	-	Mt 15:4,Mk 7:10	to die ⇔ end
τελευτᾶν	τελευτάω	-	-	present	active	infinitive	-	-	-	verb	-	-	Lk 7:2	to die ⇔ end
τελευτᾷ	τελευτάω	-	-	present	active	indicative	third person	singular	-	verb	-	-	Mk 9:48	to die ⇔ end
τελευτῶν	τελευτάω	masculine	nominative	present	active	participle	-	singular	-	verb	-	-	Heb 11:22	to die ⇔ end
τετελευτηκότος	τελευτάω	masculine	genitive	perfect	active	participle	-	singular	-	verb	-	-	Jn 11:39	to die ⇔ end
ἐτελεύτησεν	τελευτάω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mt 9:18,Mt 22:25,Ac 2:29,Ac 7:15	to die ⇔ end
τετράμηνός	τετράμηνος	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Jn 4:35	four months
τήρει	τηρέω	-	-	present	active	imperative	second person	singular	I keep; I guard	verb	14	-	Re 3:3	to observe (conform)
τήρει	τηρέω	-	-	present	active	imperative	second person	singular	I keep; I guard	verb	14	-	1 Ti 5:22	to keep (maintain)
τήρησον	τηρέω	-	-	aorist	active	imperative	second person	singular	I keep; I guard	verb	14	-	Jn 17:11	to keep (maintain)
τήρησον	τηρέω	-	-	aorist	active	imperative	second person	singular	I keep; I guard	verb	14	-	Mt 19:17	to observe (conform)
τετήρηκα	τηρέω	-	-	perfect	active	indicative	first person	singular	I keep; I guard	verb	14	-	2 Ti 4:7	to keep (maintain)
τετήρηκα	τηρέω	-	-	perfect	active	indicative	first person	singular	I keep; I guard	verb	14	-	Jn 15:10	to observe (conform)
τετήρηκαν	τηρέω	-	-	perfect	active	indicative	third person	plural	I keep; I guard	verb	14	-	Jn 17:6	to observe (conform)
τετήρηκας	τηρέω	-	-	perfect	active	indicative	second person	singular	I keep; I guard	verb	14	-	Jn 2:10	to withhold
τετήρηκεν	τηρέω	-	-	perfect	active	indicative	third person	singular	I keep; I guard	verb	14	-	Jud 6	to keep (maintain)
τετήρηται	τηρέω	-	-	perfect	passive	indicative	third person	singular	I keep; I guard	verb	14	-	2 Pe 2:17,Jud 13	to be kept (state)
τετηρημένην	τηρέω	feminine	accusative	perfect	passive	participle	-	singular	I keep; I guard	verb	14	-	1 Pe 1:4	to be kept (state)
τετηρημένοις	τηρέω	masculine	dative	perfect	passive	participle	-	plural	I keep; I guard	verb	14	-	Jud 1	to be kept (state)
τηρήσαντας	τηρέω	masculine	accusative	aorist	active	participle	-	plural	I keep; I guard	verb	14	-	Jud 6	to keep (charge of)
τηρήσατε	τηρέω	-	-	aorist	active	imperative	second person	plural	I keep; I guard	verb	14	-	Jud 21	to keep (maintain)
τηρήσει	τηρέω	-	-	future	active	indicative	third person	singular	I keep; I guard	verb	14	-	Jn 14:23	to observe (conform)
τηρήσετε	τηρέω	-	-	future	active	indicative	second person	plural	I keep; I guard	verb	14	-	Jn 14:15	to observe (conform)
τηρήσητε	τηρέω	-	-	aorist	active	subjunctive	second person	plural	I keep; I guard	verb	14	-	Jn 15:10	to observe (conform)
τηρήσουσιν	τηρέω	-	-	future	active	indicative	third person	plural	I keep; I guard	verb	14	-	Jn 15:20	to observe (conform)
τηρήσω	τηρέω	-	-	future	active	indicative	first person	singular	I keep; I guard	verb	14	-	2 Co 11:9	to keep (maintain)
τηρήσω	τηρέω	-	-	future	active	indicative	first person	singular	I keep; I guard	verb	14	-	Re 3:10	to keep (safety)
τηρήσῃ	τηρέω	-	-	aorist	active	subjunctive	third person	singular	I keep; I guard	verb	14	-	Jn 8:51,Jn 8:52,Jas 2:10	to observe (conform)
τηρήσῃ	τηρέω	-	-	aorist	active	subjunctive	third person	singular	I keep; I guard	verb	14	-	Jn 12:7	to withhold
τηρήσῃς	τηρέω	-	-	aorist	active	subjunctive	second person	singular	I keep; I guard	verb	14	-	Jn 17:15	to keep (safety)
τηρεῖ	τηρέω	-	-	present	active	indicative	third person	singular	I keep; I guard	verb	14	-	Jn 9:16,Jn 14:24	to observe (conform)
τηρεῖ	τηρέω	-	-	present	active	indicative	third person	singular	I keep; I guard	verb	14	-	1 Jn 5:18	to keep (charge of)
τηρεῖν	τηρέω	-	-	present	active	infinitive	-	-	I keep; I guard	verb	14	-	Mt 28:20,Ac 15:5	to observe (conform)
τηρεῖν	τηρέω	-	-	present	active	infinitive	-	-	I keep; I guard	verb	14	-	Jas 1:27	to keep (maintain), to be kept (state)
τηρεῖν	τηρέω	-	-	present	active	infinitive	-	-	I keep; I guard	verb	14	-	1 Co 7:37,Eph 4:3,2 Pe 2:9	to keep (maintain)
τηρεῖν	τηρέω	-	-	present	active	infinitive	-	-	I keep; I guard	verb	14	-	Ac 16:23	to keep (charge of)
τηρεῖσθαι	τηρέω	-	-	present	passive	infinitive	-	-	I keep; I guard	verb	14	-	Ac 24:23	to keep (charge of)
τηρεῖσθαι	τηρέω	-	-	present	passive	infinitive	-	-	I keep; I guard	verb	14	-	Ac 25:4,Ac 25:21	to be kept (state)
τηρεῖτε	τηρέω	-	-	present	active	imperative	second person	plural	I keep; I guard	verb	14	-	Mt 23:3	to observe (conform)
τηρηθείη	τηρέω	-	-	aorist	passive	optative	third person	singular	I keep; I guard	verb	14	-	1 Th 5:23	to be kept (state)
τηρηθῆναι	τηρέω	-	-	aorist	passive	infinitive	-	-	I keep; I guard	verb	14	-	Ac 25:21	to be kept (state)
τηρουμένους	τηρέω	masculine	accusative	present	passive	participle	-	plural	I keep; I guard	verb	14	-	2 Pe 2:4	to be kept (state)
τηρούμενοι	τηρέω	masculine	nominative	present	passive	participle	-	plural	I keep; I guard	verb	14	-	2 Pe 3:7	to be kept (state)
τηρούντων	τηρέω	masculine	genitive	present	active	participle	-	plural	I keep; I guard	verb	14	-	Re 12:17,Re 22:9	to observe (conform)
τηροῦμεν	τηρέω	-	-	present	active	indicative	first person	plural	I keep; I guard	verb	14	-	1 Jn 3:22	to observe (conform)
τηροῦντες	τηρέω	masculine	nominative	present	active	participle	-	plural	I keep; I guard	verb	14	-	Mt 27:54	to keep (charge of)
τηροῦντες	τηρέω	masculine	nominative	present	active	participle	-	plural	I keep; I guard	verb	14	-	Re 1:3,Re 14:12	to observe (conform)
τηροῦντες	τηρέω	masculine	nominative	present	active	participle	-	plural	I keep; I guard	verb	14	-	Mt 28:4	guard (person)
τηρῆσαί	τηρέω	-	-	aorist	active	infinitive	-	-	I keep; I guard	verb	14	-	1 Ti 6:14	to keep (maintain)
τηρῇ	τηρέω	-	-	present	active	subjunctive	third person	singular	I keep; I guard	verb	14	-	1 Jn 2:5	to observe (conform)
τηρῶ	τηρέω	-	-	present	active	indicative	first person	singular	I keep; I guard	verb	14	-	Jn 8:55	to observe (conform)
τηρῶμεν	τηρέω	-	-	present	active	subjunctive	first person	plural	I keep; I guard	verb	14	-	1 Jn 2:3,1 Jn 5:3	to observe (conform)
τηρῶν	τηρέω	masculine	nominative	present	active	participle	-	singular	I keep; I guard	verb	14	-	Jn 14:21,1 Jn 2:4,1 Jn 3:24,Re 2:26,Re 22:7	to observe (conform)
τηρῶν	τηρέω	masculine	nominative	present	active	participle	-	singular	I keep; I guard	verb	14	-	Re 16:15	to keep (maintain)
ἐτήρησάς	τηρέω	-	-	aorist	active	indicative	second person	singular	I keep; I guard	verb	14	-	Re 3:8	to observe (conform)
ἐτήρησα	τηρέω	-	-	aorist	active	indicative	first person	singular	I keep; I guard	verb	14	-	2 Co 11:9	to keep (maintain)
ἐτήρησαν	τηρέω	-	-	aorist	active	indicative	third person	plural	I keep; I guard	verb	14	-	Jn 15:20	to observe (conform)
ἐτήρησας	τηρέω	-	-	aorist	active	indicative	second person	singular	I keep; I guard	verb	14	-	Re 3:10	to observe (conform)
ἐτήρουν	τηρέω	-	-	imperfect	active	indicative	third person	plural	I keep; I guard	verb	14	-	Mt 27:36,Ac 12:6	to keep (charge of)
ἐτήρουν	τηρέω	-	-	imperfect	active	indicative	first person	singular	I keep; I guard	verb	14	-	Jn 17:12	to keep (maintain)
ἐτηρεῖτο	τηρέω	-	-	imperfect	passive	indicative	third person	singular	I keep; I guard	verb	14	-	Ac 12:5	to be kept (state)
τιμήν	τιμή	feminine	accusative	-	-	-	-	singular	-	noun	-	-	1 Co 12:24	value (quality)
τιμήν	τιμή	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Ro 13:7,2 Ti 2:21	honor (state)
τιμαῖς	τιμή	feminine	dative	-	-	-	-	plural	-	noun	-	-	Ac 28:10	compensation
τιμὰς	τιμή	feminine	accusative	-	-	-	-	plural	-	noun	-	-	Ac 4:34	compensation
τιμὰς	τιμή	feminine	accusative	-	-	-	-	plural	-	noun	-	-	Ac 19:19	value (economic)
τιμὴ	τιμή	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Mt 27:6	price (amount)
τιμὴ	τιμή	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Ro 2:10,1 Ti 1:17,1 Ti 6:16,1 Pe 2:7,Re 5:13,Re 7:12	honor (state)
τιμὴν	τιμή	feminine	accusative	-	-	-	-	singular	-	noun	-	-	1 Co 12:23	value (quality)
τιμὴν	τιμή	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Jn 4:44,Ro 2:7,Ro 9:21,Ro 13:7,2 Ti 2:20,Heb 3:3,Heb 5:4,1 Pe 1:7,1 Pe 3:7,2 Pe 1:17,Re 4:9,Re 4:11,Re 5:12,Re 21:26	honor (state)
τιμὴν	τιμή	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Mt 27:9	price (amount)
τιμῆς	τιμή	feminine	genitive	-	-	-	-	singular	-	noun	-	-	1 Ti 6:1	honor (state)
τιμῆς	τιμή	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Ac 5:2,Ac 5:3,1 Ti 5:17	compensation
τιμῆς	τιμή	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Ac 7:16,1 Co 6:20,1 Co 7:23	price (amount)
τιμῇ	τιμή	feminine	dative	-	-	-	-	singular	-	noun	-	-	Col 2:23	honor (state), value (quality)
τιμῇ	τιμή	feminine	dative	-	-	-	-	singular	-	noun	-	-	Ro 12:10,1 Th 4:4,Heb 2:7,Heb 2:9	honor (state)
Τινῶν	τις	masculine	genitive	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	1 Ti 5:24	-
τί	τις	neuter	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Ac 25:5,1 Co 10:19,1 Co 10:19,Ga 6:15	-
τί	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Ac 9:6,Ac 24:20,Ac 25:26	-
τίνα	τις	neuter	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Ac 17:20	-
τίνες	τις	masculine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Heb 3:16	-
τίνι	τις	masculine	dative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	1 Co 15:2	-
τίς	τις	masculine	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 25:14	-
τίς	τις	masculine	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Jn 12:47,Jn 16:30,Ac 13:15,Ro 8:24,2 Co 11:16,Tt 1:6	-
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 11:36,Lk 23:8,Jn 21:5,Ac 5:2,Ac 8:36,Ac 10:11,Ac 11:5,Ac 27:16,Ac 28:3,Ro 1:11,2 Co 10:8	-
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	1 Co 11:18	partially
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Col 3:17,1 Th 1:8	each
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun, adjective	17	-	Ro 9:11	-
